Date;Value
01/04/1971;357.73
01/05/1971;357.81
01/06/1971;357.86
01/07/1971;357.87
01/08/1971;357.82
01/11/1971;357.95
01/12/1971;358.06
01/13/1971;358.44
01/14/1971;358.4
01/15/1971;358.4
01/18/1971;358.29
01/19/1971;358.35
01/20/1971;358.4
01/21/1971;358.27
01/22/1971;357.9
01/25/1971;357.73
01/26/1971;357.78
01/27/1971;357.79
01/28/1971;357.83
01/29/1971;357.72
02/01/1971;357.67
02/02/1971;357.55
02/03/1971;357.54
02/04/1971;357.51
02/05/1971;357.53
02/08/1971;357.49
02/09/1971;357.5
02/10/1971;357.5
02/11/1971;357.5
02/16/1971;357.53
02/17/1971;357.53
02/18/1971;357.53
02/19/1971;357.56
02/22/1971;357.6
02/23/1971;357.55
02/24/1971;357.6
02/25/1971;357.56
02/26/1971;357.56
03/01/1971;357.63
03/02/1971;357.56
03/03/1971;357.49
03/04/1971;357.45
03/05/1971;357.59
03/08/1971;357.55
03/09/1971;357.46
03/10/1971;357.59
03/11/1971;357.56
03/12/1971;357.58
03/15/1971;357.54
03/16/1971;357.49
03/17/1971;357.53
03/18/1971;357.56
03/19/1971;357.56
03/22/1971;357.44
03/23/1971;357.53
03/24/1971;357.53
03/25/1971;357.47
03/26/1971;357.47
03/29/1971;357.44
03/30/1971;357.49
03/31/1971;357.42
04/01/1971;357.49
04/02/1971;357.53
04/05/1971;357.5
04/06/1971;357.46
04/07/1971;357.55
04/08/1971;357.55
04/09/1971;357.5
04/12/1971;357.5
04/13/1971;357.62
04/14/1971;357.58
04/15/1971;357.5
04/16/1971;357.54
04/19/1971;357.49
04/20/1971;357.49
04/21/1971;357.49
04/22/1971;357.49
04/23/1971;357.49
04/26/1971;357.5
04/27/1971;357.49
04/28/1971;357.5
04/29/1971;357.41
04/30/1971;357.4
05/03/1971;357.41
05/04/1971;357.4
05/05/1971;357.4
05/06/1971;357.41
05/07/1971;357.41
05/10/1971;357.14
05/11/1971;357.44
05/12/1971;357.53
05/13/1971;357.49
05/14/1971;357.49
05/17/1971;357.4
05/18/1971;357.44
05/19/1971;357.4
05/20/1971;357.46
05/21/1971;357.4
05/24/1971;357.4
05/25/1971;357.4
05/26/1971;357.44
05/27/1971;357.4
05/28/1971;357.4
06/01/1971;357.46
06/02/1971;357.4
06/03/1971;357.46
06/04/1971;357.4
06/07/1971;357.4
06/08/1971;357.4
06/09/1971;357.4
06/10/1971;357.4
06/11/1971;357.4
06/14/1971;357.4
06/15/1971;357.46
06/16/1971;357.46
06/17/1971;357.46
06/18/1971;357.4
06/21/1971;357.4
06/22/1971;357.4
06/23/1971;357.4
06/24/1971;357.4
06/25/1971;357.4
06/28/1971;357.37
06/29/1971;357.39
06/30/1971;357.4
07/01/1971;357.4
07/02/1971;357.4
07/06/1971;357.45
07/07/1971;357.46
07/08/1971;357.46
07/09/1971;357.4
07/12/1971;357.41
07/13/1971;357.44
07/14/1971;357.4
07/15/1971;357.4
07/16/1971;357.4
07/19/1971;357.39
07/20/1971;357.39
07/21/1971;357.4
07/22/1971;357.37
07/23/1971;357.36
07/26/1971;357.4
07/27/1971;357.37
07/28/1971;357.4
07/29/1971;357.4
07/30/1971;357.39
08/02/1971;357.41
08/03/1971;357.37
08/04/1971;357.37
08/05/1971;357.37
08/06/1971;357.37
08/09/1971;357.35
08/10/1971;357.39
08/11/1971;357.35
08/12/1971;357.4
08/13/1971;357.35
08/31/1971;339.85
09/01/1971;341.01
09/02/1971;338.98
09/03/1971;340.14
09/07/1971;339.79
09/08/1971;339.39
09/09/1971;339.07
09/10/1971;338.81
09/13/1971;338.98
09/14/1971;338.24
09/15/1971;338.41
09/16/1971;337.84
09/17/1971;337.95
09/20/1971;337.27
09/21/1971;337.34
09/22/1971;337.44
09/23/1971;337.27
09/24/1971;336.98
09/27/1971;336.25
09/28/1971;336.36
09/29/1971;335.57
09/30/1971;335.35
10/01/1971;333.39
10/04/1971;333.17
10/05/1971;333.14
10/06/1971;332.65
10/07/1971;332.61
10/08/1971;332.37
10/12/1971;330.52
10/13/1971;331.4
10/14/1971;330.85
10/15/1971;330.58
10/18/1971;329.6
10/19/1971;330.85
10/20/1971;331.07
10/21/1971;330.79
10/22/1971;330.36
10/26/1971;329
10/27/1971;329.54
10/28/1971;329.71
10/29/1971;329.5
11/01/1971;329.45
11/03/1971;329.5
11/04/1971;330.87
11/05/1971;329.16
11/08/1971;329.22
11/09/1971;329.16
11/10/1971;329.11
11/11/1971;329.11
11/12/1971;329.49
11/15/1971;328.73
11/16/1971;328.62
11/17/1971;328.8
11/18/1971;328.68
11/19/1971;328.4
11/22/1971;328.41
11/23/1971;328.19
11/24/1971;328.04
11/26/1971;327.6
11/29/1971;327.06
11/30/1971;327.44
12/01/1971;327.6
12/02/1971;326
12/03/1971;325.1
12/06/1971;326.53
12/07/1971;323.62
12/08/1971;323.5
12/09/1971;323.52
12/10/1971;323.1
12/13/1971;322.79
12/14/1971;322.58
12/15/1971;321.54
12/16/1971;320
12/17/1971;320.36
12/21/1971;314.98
12/22/1971;314.96
12/23/1971;315.01
12/24/1971;315.21
12/27/1971;314.96
12/28/1971;315.01
12/29/1971;315.21
12/30/1971;315.01
12/31/1971;315.01
01/03/1972;314.86
01/04/1972;314.96
01/05/1972;314.86
01/06/1972;312.01
01/07/1972;312.5
01/10/1972;312.99
01/11/1972;314.47
01/12/1972;313.48
01/13/1972;313.97
01/14/1972;312.99
01/17/1972;313.38
01/18/1972;312.89
01/19/1972;312.79
01/20/1972;312.01
01/21/1972;312.3
01/24/1972;312.21
01/25/1972;311.82
01/26/1972;311.53
01/27/1972;310.08
01/28/1972;310.46
01/31/1972;310.56
02/01/1972;310.37
02/02/1972;308.55
02/03/1972;309.12
02/04/1972;308.64
02/07/1972;308.17
02/08/1972;307.69
02/09/1972;304.79
02/10/1972;304.69
02/11/1972;304.69
02/14/1972;304.23
02/15/1972;304.14
02/16/1972;303.95
02/17/1972;303.95
02/18/1972;303.49
02/22/1972;302.85
02/23/1972;302.48
02/24/1972;302.11
02/25/1972;302.48
02/28/1972;303.95
02/29/1972;303.4
03/01/1972;303.21
03/02/1972;303.03
03/03/1972;302.66
03/06/1972;302.75
03/07/1972;302.3
03/08/1972;302.02
03/09/1972;301.66
03/10/1972;301.93
03/13/1972;302.3
03/14/1972;302.21
03/15/1972;302.11
03/16/1972;302.02
03/17/1972;302.11
03/20/1972;302.3
03/21/1972;302.11
03/22/1972;302.11
03/23/1972;301.93
03/24/1972;302.3
03/27/1972;302.57
03/28/1972;302.85
03/29/1972;303.77
03/30/1972;303.77
03/31/1972;304.32
04/03/1972;304.14
04/04/1972;304.97
04/05/1972;305.16
04/06/1972;304.88
04/07/1972;303.21
04/10/1972;302.11
04/11/1972;302.3
04/12/1972;302.43
04/13/1972;302.57
04/14/1972;302.94
04/17/1972;302.57
04/18/1972;302.39
04/19/1972;302.94
04/20/1972;303.03
04/21/1972;303.21
04/24/1972;305.16
04/25/1972;304.32
04/26/1972;303.77
04/27/1972;304.23
04/28/1972;304.88
05/01/1972;304.41
05/02/1972;304.23
05/03/1972;304.32
05/04/1972;304.23
05/05/1972;304.32
05/08/1972;305.06
05/09/1972;304.97
05/10/1972;303.77
05/11/1972;303.58
05/12/1972;303.86
05/15/1972;304.32
05/16/1972;304.41
05/17/1972;304.51
05/18/1972;304.6
05/19/1972;304.04
05/22/1972;304.41
05/23/1972;304.23
05/24/1972;304.32
05/25/1972;304.32
05/26/1972;304.41
05/30/1972;305.34
05/31/1972;304.69
06/01/1972;304.41
06/02/1972;304.23
06/05/1972;304.69
06/06/1972;304.51
06/07/1972;304.41
06/08/1972;304.32
06/09/1972;304.23
06/12/1972;304.51
06/13/1972;304.04
06/14/1972;303.95
06/15/1972;304.04
06/16/1972;303.95
06/19/1972;303.86
06/20/1972;303.4
06/21/1972;302.94
06/22/1972;302.07
06/23/1972;294.12
06/26/1972;298.51
06/27/1972;298.51
06/28/1972;296.74
06/29/1972;300.75
06/30/1972;300.93
07/03/1972;300.84
07/05/1972;300.03
07/06/1972;300.57
07/07/1972;300.93
07/10/1972;301.3
07/11/1972;301.57
07/12/1972;301.2
07/13/1972;301.02
07/14/1972;301.2
07/17/1972;301.02
07/18/1972;300.75
07/19/1972;301.2
07/20/1972;300.93
07/21/1972;301.11
07/24/1972;301.2
07/25/1972;300.75
07/26/1972;301.2
07/27/1972;301.2
07/28/1972;301.2
07/31/1972;301.39
08/01/1972;301.2
08/02/1972;301.2
08/03/1972;301.2
08/04/1972;300.93
08/07/1972;301.11
08/08/1972;301.2
08/09/1972;301.2
08/10/1972;301.11
08/11/1972;301.11
08/14/1972;301.11
08/15/1972;301.2
08/16/1972;301.2
08/17/1972;301.2
08/18/1972;301.2
08/21/1972;301.11
08/22/1972;301.2
08/23/1972;301.2
08/24/1972;301.2
08/25/1972;301.2
08/28/1972;301.2
08/29/1972;301.2
08/30/1972;301.11
08/31/1972;301.11
09/01/1972;301.11
09/05/1972;301.2
09/06/1972;301.2
09/07/1972;301.11
09/08/1972;301.11
09/11/1972;301.2
09/12/1972;301.11
09/13/1972;301.11
09/14/1972;301.11
09/15/1972;301.11
09/18/1972;301.11
09/19/1972;301.11
09/20/1972;301.11
09/21/1972;301.11
09/22/1972;301.11
09/25/1972;301.11
09/26/1972;301.11
09/27/1972;301.02
09/28/1972;301.11
09/29/1972;301.11
10/02/1972;301.11
10/03/1972;301.11
10/04/1972;301.11
10/05/1972;301.11
10/06/1972;300.93
10/10/1972;300.93
10/11/1972;301.02
10/12/1972;301.02
10/13/1972;301.11
10/16/1972;301.11
10/17/1972;301.11
10/18/1972;301.11
10/19/1972;301.02
10/20/1972;300.75
10/24/1972;301.02
10/25/1972;301.2
10/26/1972;300.84
10/27/1972;300.48
10/30/1972;301.02
10/31/1972;301.11
11/01/1972;301.02
11/02/1972;300.66
11/03/1972;299.94
11/06/1972;301.02
11/08/1972;301.02
11/09/1972;301.02
11/10/1972;300.93
11/13/1972;301.02
11/14/1972;301.02
11/15/1972;301.11
11/16/1972;301.11
11/17/1972;301.02
11/20/1972;301.11
11/21/1972;301.11
11/22/1972;301.11
11/24/1972;301.02
11/27/1972;301.11
11/28/1972;301.2
11/29/1972;301.11
11/30/1972;301.11
12/01/1972;301.11
12/04/1972;301.11
12/05/1972;301.11
12/06/1972;301.11
12/07/1972;301.11
12/08/1972;301.11
12/11/1972;301.07
12/12/1972;301.11
12/13/1972;301.11
12/14/1972;301.11
12/15/1972;301.11
12/18/1972;301.11
12/19/1972;301.11
12/20/1972;301.11
12/21/1972;301.11
12/22/1972;301.11
12/26/1972;301.39
12/27/1972;302.02
12/28/1972;302.02
12/29/1972;301.66
01/02/1973;301.39
01/03/1973;301.43
01/04/1973;301.2
01/05/1973;301.3
01/08/1973;302.21
01/09/1973;302.07
01/10/1973;301.84
01/11/1973;301.48
01/12/1973;301.66
01/15/1973;301.66
01/16/1973;301.93
01/17/1973;302.11
01/18/1973;302.21
01/19/1973;302.57
01/22/1973;302.48
01/23/1973;301.66
01/24/1973;302.11
01/25/1973;301.84
01/26/1973;301.75
01/29/1973;301.66
01/30/1973;301.39
01/31/1973;301.39
02/01/1973;300.93
02/02/1973;299.58
02/05/1973;300.75
02/06/1973;299.85
02/07/1973;299.85
02/08/1973;299.4
02/09/1973;293.26
02/13/1973;266.67
02/14/1973;265.96
02/15/1973;263.02
02/16/1973;263.85
02/20/1973;265.96
02/21/1973;264.9
02/22/1973;265.46
02/23/1973;264.9
02/26/1973;265.6
02/27/1973;265.96
02/28/1973;265.67
03/01/1973;265.6
03/02/1973;262.12
03/05/1973;259.07
03/06/1973;261.78
03/07/1973;261.92
03/08/1973;261.44
03/09/1973;260.42
03/12/1973;257.07
03/13/1973;254.97
03/14/1973;254.45
03/15/1973;255.75
03/16/1973;260.08
03/19/1973;263.16
03/20/1973;263.16
03/21/1973;263.16
03/22/1973;263.5
03/23/1973;266.03
03/26/1973;265.53
03/27/1973;265.39
03/28/1973;265.6
03/29/1973;265.67
03/30/1973;265.96
04/02/1973;266.03
04/03/1973;265.46
04/04/1973;264.97
04/05/1973;264.55
04/06/1973;264.76
04/09/1973;265.53
04/10/1973;265.53
04/11/1973;265.67
04/12/1973;266.03
04/13/1973;265.89
04/16/1973;265.6
04/17/1973;265.46
04/18/1973;265.46
04/19/1973;265.53
04/20/1973;265.6
04/23/1973;265.6
04/24/1973;265.46
04/25/1973;265.46
04/26/1973;265.6
04/27/1973;265.6
04/30/1973;265.53
05/01/1973;265.53
05/02/1973;265.53
05/03/1973;265.53
05/04/1973;265.53
05/07/1973;265.53
05/08/1973;265.67
05/09/1973;265.04
05/10/1973;265.04
05/11/1973;265.46
05/14/1973;264.76
05/15/1973;262.47
05/16/1973;262.95
05/17/1973;264.48
05/18/1973;264.27
05/21/1973;262.95
05/22/1973;263.57
05/23/1973;264.2
05/24/1973;264.55
05/25/1973;264.83
05/29/1973;264.9
05/30/1973;264.83
05/31/1973;264.69
06/01/1973;264.06
06/04/1973;262.88
06/05/1973;262.88
06/06/1973;264.13
06/07/1973;264.27
06/08/1973;264.41
06/11/1973;264.69
06/12/1973;264.69
06/13/1973;264.62
06/14/1973;264.69
06/15/1973;264.69
06/18/1973;264.69
06/19/1973;264.83
06/20/1973;264.97
06/21/1973;265.04
06/22/1973;265.04
06/25/1973;265.18
06/26/1973;265.18
06/27/1973;265.18
06/28/1973;265.18
06/29/1973;263.16
07/02/1973;265.25
07/03/1973;265.04
07/05/1973;265.11
07/06/1973;262.12
07/09/1973;259.4
07/10/1973;263.16
07/11/1973;264.83
07/12/1973;264.76
07/13/1973;265.04
07/16/1973;265.11
07/17/1973;265.25
07/18/1973;265.11
07/19/1973;265.18
07/20/1973;265.6
07/23/1973;266.17
07/24/1973;265.6
07/25/1973;265.53
07/26/1973;265.6
07/27/1973;264.76
07/30/1973;263.57
07/31/1973;263.44
08/01/1973;263.44
08/02/1973;264.76
08/03/1973;265.39
08/06/1973;265.11
08/07/1973;265.25
08/08/1973;265.18
08/09/1973;265.11
08/10/1973;265.25
08/13/1973;265.46
08/14/1973;265.46
08/15/1973;265.46
08/16/1973;265.39
08/17/1973;265.53
08/20/1973;265.6
08/21/1973;265.18
08/22/1973;265.25
08/23/1973;265.25
08/24/1973;265.25
08/27/1973;265.32
08/28/1973;265.32
08/29/1973;265.32
08/30/1973;265.39
08/31/1973;265.39
09/04/1973;265.46
09/05/1973;265.39
09/06/1973;265.39
09/07/1973;265.39
09/10/1973;265.39
09/11/1973;265.46
09/12/1973;265.6
09/13/1973;265.6
09/14/1973;265.6
09/17/1973;265.53
09/18/1973;265.53
09/19/1973;265.46
09/20/1973;265.39
09/21/1973;265.25
09/24/1973;265.39
09/25/1973;265.46
09/26/1973;265.53
09/27/1973;265.6
09/28/1973;265.6
10/01/1973;265.6
10/02/1973;265.75
10/03/1973;265.89
10/04/1973;265.96
10/05/1973;266.17
10/09/1973;266.31
10/10/1973;266.31
10/11/1973;266.24
10/12/1973;266.24
10/15/1973;266.45
10/16/1973;266.45
10/17/1973;266.38
10/18/1973;266.31
10/19/1973;266.38
10/23/1973;266.45
10/24/1973;266.38
10/25/1973;266.45
10/26/1973;266.67
10/29/1973;266.74
10/30/1973;266.95
10/31/1973;266.95
11/01/1973;270.27
11/02/1973;276.01
11/05/1973;275.18
11/07/1973;275.18
11/08/1973;275.25
11/09/1973;275.33
11/12/1973;275.25
11/13/1973;280.19
11/14/1973;280.66
11/15/1973;280.27
11/16/1973;280.11
11/19/1973;280.11
11/20/1973;280.43
11/21/1973;280.11
11/23/1973;280.66
11/26/1973;280.11
11/27/1973;280.11
11/28/1973;279.8
11/29/1973;280.11
11/30/1973;280.11
12/03/1973;280.11
12/04/1973;280.11
12/05/1973;280.11
12/06/1973;280.11
12/07/1973;280.11
12/10/1973;280.11
12/11/1973;280.11
12/12/1973;280.03
12/13/1973;280.11
12/14/1973;280.11
12/17/1973;280.11
12/18/1973;280.11
12/19/1973;280.11
12/20/1973;280.11
12/21/1973;280.11
12/24/1973;280.35
12/26/1973;280.27
12/27/1973;280.66
12/28/1973;280.43
12/31/1973;280.27
01/02/1974;280.82
01/03/1974;283.69
01/04/1974;282.09
01/07/1974;300.3
01/08/1974;299.94
01/09/1974;299.94
01/10/1974;299.94
01/11/1974;300.03
01/14/1974;300.12
01/15/1974;300.12
01/16/1974;300.12
01/17/1974;300.12
01/18/1974;300.12
01/21/1974;305.34
01/22/1974;304.88
01/23/1974;303.58
01/24/1974;300.12
01/25/1974;299.8
01/28/1974;299.85
01/29/1974;300.03
01/30/1974;299.22
01/31/1974;298.77
02/01/1974;298.86
02/04/1974;297
02/05/1974;293.69
02/06/1974;297.62
02/07/1974;296.82
02/08/1974;296.3
02/11/1974;295.51
02/13/1974;291.89
02/14/1974;291.55
02/15/1974;293.17
02/19/1974;290.11
02/20/1974;289.02
02/21/1974;282.09
02/22/1974;280.58
02/25/1974;283.37
02/26/1974;286.53
02/27/1974;287.03
02/28/1974;288.43
03/01/1974;292.06
03/04/1974;292.74
03/05/1974;289.44
03/06/1974;287.03
03/07/1974;286.86
03/08/1974;287.19
03/11/1974;285.71
03/12/1974;281.69
03/13/1974;282.33
03/14/1974;282.89
03/15/1974;282.49
03/18/1974;281.93
03/19/1974;280.98
03/20/1974;280.19
03/21/1974;279.1
03/22/1974;276.78
03/25/1974;275.18
03/26/1974;274.88
03/27/1974;275.48
03/28/1974;274.42
03/29/1974;276.09
04/01/1974;280.11
04/02/1974;275.48
04/03/1974;275.86
04/04/1974;278.32
04/05/1974;279.33
04/08/1974;278.01
04/09/1974;279.25
04/10/1974;278.01
04/11/1974;276.78
04/12/1974;278.55
04/15/1974;278.55
04/16/1974;276.93
04/17/1974;276.4
04/18/1974;276.4
04/19/1974;276.93
04/22/1974;277.39
04/23/1974;275.56
04/24/1974;276.24
04/25/1974;278.16
04/26/1974;279.8
04/29/1974;279.33
04/30/1974;279.64
05/01/1974;279.41
05/02/1974;279.96
05/03/1974;279.8
05/06/1974;279.41
05/07/1974;279.56
05/08/1974;277.62
05/09/1974;277.62
05/10/1974;277.62
05/13/1974;277.62
05/14/1974;277.78
05/15/1974;277.39
05/16/1974;277.62
05/17/1974;277.7
05/20/1974;278.24
05/21/1974;279.1
05/22/1974;279.88
05/23/1974;279.56
05/24/1974;279.49
05/28/1974;279.33
05/29/1974;279.72
05/30/1974;280.9
05/31/1974;281.93
06/03/1974;283.69
06/04/1974;282.89
06/05/1974;281.85
06/06/1974;281.93
06/07/1974;282.65
06/10/1974;282.17
06/11/1974;282.25
06/12/1974;282.97
06/13/1974;282.49
06/14/1974;282.57
06/17/1974;282.73
06/18/1974;282.73
06/19/1974;282.65
06/20/1974;282.89
06/21/1974;283.21
06/24/1974;283.61
06/25/1974;283.85
06/26/1974;284.09
06/27/1974;283.93
06/28/1974;284.25
07/01/1974;285.31
07/02/1974;286.61
07/03/1974;285.88
07/05/1974;287.36
07/08/1974;287.94
07/09/1974;288.43
07/10/1974;290.7
07/11/1974;291.97
07/12/1974;289.18
07/15/1974;288.85
07/16/1974;288.1
07/17/1974;289.94
07/18/1974;290.36
07/19/1974;290.7
07/22/1974;291.29
07/23/1974;292.74
07/24/1974;292.83
07/25/1974;293.94
07/26/1974;295.42
07/29/1974;298.24
07/30/1974;297.53
07/31/1974;298.24
08/01/1974;299.58
08/02/1974;300.12
08/05/1974;300.21
08/06/1974;300.75
08/07/1974;302.11
08/08/1974;302.75
08/09/1974;302.57
08/12/1974;302.11
08/13/1974;301.84
08/14/1974;302.48
08/15/1974;302.75
08/16/1974;302.94
08/19/1974;303.12
08/20/1974;303.12
08/21/1974;303.49
08/22/1974;303.86
08/23/1974;303.12
08/26/1974;302.85
08/27/1974;302.11
08/28/1974;302.48
08/29/1974;302.94
08/30/1974;302.94
09/03/1974;302.66
09/04/1974;302.75
09/05/1974;302.57
09/06/1974;302.66
09/09/1974;302.48
09/10/1974;302.75
09/11/1974;302.11
09/12/1974;301.2
09/13/1974;299.58
09/16/1974;299.4
09/17/1974;296.12
09/18/1974;296.03
09/19/1974;296.82
09/20/1974;295.86
09/23/1974;295.86
09/24/1974;294.81
09/25/1974;296.21
09/26/1974;296.74
09/27/1974;296.74
09/30/1974;298.33
10/01/1974;298.15
10/02/1974;297.97
10/03/1974;299.04
10/04/1974;299.04
10/07/1974;300.03
10/08/1974;299.76
10/09/1974;298.69
10/10/1974;298.77
10/11/1974;299.13
10/15/1974;299.13
10/16/1974;299.04
10/17/1974;298.95
10/18/1974;299.31
10/21/1974;299.67
10/22/1974;299.94
10/23/1974;299.67
10/24/1974;299.94
10/25/1974;299.85
10/28/1974;300.12
10/29/1974;299.94
10/30/1974;299.94
10/31/1974;299.94
11/01/1974;300.48
11/04/1974;300.48
11/06/1974;300.48
11/07/1974;299.76
11/08/1974;299.67
11/12/1974;300.3
11/13/1974;300.12
11/14/1974;300.3
11/15/1974;299.94
11/18/1974;299.67
11/19/1974;299.94
11/20/1974;299.94
11/21/1974;299.94
11/22/1974;299.85
11/25/1974;300.21
11/26/1974;300.12
11/27/1974;299.85
11/29/1974;300.3
12/02/1974;300.39
12/03/1974;300.03
12/04/1974;299.76
12/05/1974;300.03
12/06/1974;299.94
12/09/1974;299.85
12/10/1974;299.76
12/11/1974;299.76
12/12/1974;300.03
12/13/1974;300.03
12/16/1974;300.3
12/17/1974;300.48
12/18/1974;300.66
12/19/1974;300.84
12/20/1974;301.11
12/23/1974;301.02
12/24/1974;301.2
12/26/1974;301.11
12/27/1974;300.75
12/30/1974;300.57
12/31/1974;301.02
01/02/1975;300.66
01/03/1975;300.84
01/06/1975;301.02
01/07/1975;300.93
01/08/1975;300.75
01/09/1975;300.84
01/10/1975;300.84
01/13/1975;300.93
01/14/1975;300.93
01/15/1975;301.02
01/16/1975;300.75
01/17/1975;300.84
01/20/1975;301.02
01/21/1975;300.84
01/22/1975;300.3
01/23/1975;299.67
01/24/1975;295.33
01/27/1975;294.99
01/28/1975;297.44
01/29/1975;297.35
01/30/1975;297.8
01/31/1975;297.97
02/03/1975;297.44
02/04/1975;297.09
02/05/1975;297.27
02/06/1975;297
02/07/1975;295.6
02/10/1975;292.4
02/11/1975;291.63
02/13/1975;292.83
02/14/1975;293.26
02/18/1975;293.34
02/19/1975;291.55
02/20/1975;291.12
02/21/1975;289.52
02/24/1975;285.88
02/25/1975;285.96
02/26/1975;285.63
02/27/1975;285.88
02/28/1975;286.45
03/03/1975;285.39
03/04/1975;284.66
03/05/1975;285.23
03/06/1975;285.71
03/07/1975;285.96
03/10/1975;286.21
03/11/1975;286.12
03/12/1975;287.27
03/13/1975;288.85
03/14/1975;288.1
03/17/1975;286.53
03/18/1975;287.19
03/19/1975;288.18
03/20/1975;287.19
03/21/1975;287.44
03/24/1975;287.77
03/25/1975;290.02
03/26/1975;290.53
03/27/1975;292.06
03/28/1975;292.48
03/31/1975;294.03
04/01/1975;290.87
04/02/1975;291.55
04/03/1975;292.31
04/04/1975;292.23
04/07/1975;291.97
04/08/1975;291.89
04/09/1975;291.89
04/10/1975;291.8
04/11/1975;291.12
04/14/1975;291.29
04/15/1975;290.95
04/16/1975;291.38
04/17/1975;291.72
04/18/1975;291.8
04/21/1975;292.83
04/22/1975;292.83
04/23/1975;292.74
04/24/1975;292.83
04/25/1975;293.69
04/28/1975;294.55
04/29/1975;293.86
04/30/1975;292.23
05/01/1975;292.14
05/02/1975;290.36
05/05/1975;290.44
05/06/1975;291.38
05/07/1975;291.21
05/08/1975;291.38
05/09/1975;291.46
05/12/1975;291.29
05/13/1975;291.46
05/14/1975;291.8
05/15/1975;291.63
05/16/1975;291.55
05/19/1975;291.8
05/20/1975;292.23
05/21/1975;292.06
05/22/1975;291.89
05/23/1975;291.04
05/27/1975;291.29
05/28/1975;290.7
05/29/1975;291.38
05/30/1975;291.55
06/02/1975;291.46
06/03/1975;291.04
06/04/1975;291.29
06/05/1975;292.23
06/06/1975;291.8
06/09/1975;291.8
06/10/1975;291.89
06/11/1975;291.89
06/12/1975;292.48
06/13/1975;292.65
06/16/1975;294.12
06/17/1975;293.43
06/18/1975;294.12
06/19/1975;294.12
06/20/1975;293.94
06/23/1975;294.72
06/24/1975;295.33
06/25/1975;297
06/26/1975;295.77
06/27/1975;296.03
06/30/1975;295.68
07/01/1975;295.68
07/02/1975;295.51
07/03/1975;295.42
07/07/1975;295.51
07/08/1975;295.68
07/09/1975;295.95
07/10/1975;296.12
07/11/1975;296.12
07/14/1975;295.86
07/15/1975;295.86
07/16/1975;296.03
07/17/1975;296.3
07/18/1975;296.21
07/21/1975;296.12
07/22/1975;296.47
07/23/1975;296.82
07/24/1975;297.62
07/25/1975;296.65
07/28/1975;297.8
07/29/1975;297.35
07/30/1975;297.44
07/31/1975;297.71
08/01/1975;297.89
08/04/1975;297.97
08/05/1975;297.97
08/06/1975;298.06
08/07/1975;297.97
08/08/1975;297.62
08/11/1975;297.8
08/12/1975;298.06
08/13/1975;297.97
08/14/1975;297.97
08/15/1975;297.97
08/18/1975;298.15
08/19/1975;298.06
08/20/1975;297.97
08/21/1975;297.89
08/22/1975;297.97
08/25/1975;298.06
08/26/1975;298.15
08/27/1975;297.97
08/28/1975;298.06
08/29/1975;297.97
09/02/1975;297.97
09/03/1975;297.8
09/04/1975;297.89
09/05/1975;297.97
09/08/1975;297.97
09/09/1975;298.06
09/10/1975;297.97
09/11/1975;298.06
09/12/1975;298.06
09/15/1975;298.06
09/16/1975;298.06
09/17/1975;298.33
09/18/1975;300.48
09/19/1975;301.57
09/22/1975;302.94
09/23/1975;303.31
09/24/1975;303.12
09/25/1975;302.66
09/26/1975;301.75
09/29/1975;303.21
09/30/1975;302.85
10/01/1975;302.57
10/02/1975;302.66
10/03/1975;303.03
10/06/1975;303.12
10/07/1975;302.94
10/08/1975;303.12
10/09/1975;303.03
10/10/1975;302.94
10/14/1975;302.66
10/15/1975;302.94
10/16/1975;302.94
10/17/1975;302.76
10/20/1975;302.48
10/21/1975;301.11
10/22/1975;301.57
10/23/1975;301.84
10/24/1975;301.66
10/27/1975;301.57
10/28/1975;301.48
10/29/1975;301.57
10/30/1975;301.66
10/31/1975;301.75
11/03/1975;301.75
11/05/1975;301.84
11/06/1975;301.75
11/07/1975;301.75
11/10/1975;302.3
11/12/1975;301.93
11/13/1975;302.21
11/14/1975;302.57
11/17/1975;302.66
11/18/1975;302.94
11/19/1975;303.12
11/20/1975;302.94
11/21/1975;303.12
11/24/1975;302.94
11/25/1975;303.12
11/26/1975;303.21
11/28/1975;303.12
12/01/1975;304.41
12/02/1975;304.41
12/03/1975;305.06
12/04/1975;304.97
12/05/1975;306.75
12/08/1975;306.84
12/09/1975;306.19
12/10/1975;306.09
12/11/1975;305.9
12/12/1975;305.9
12/15/1975;306
12/16/1975;305.53
12/17/1975;305.62
12/18/1975;305.62
12/19/1975;306.09
12/22/1975;306.09
12/23/1975;306
12/24/1975;305.9
12/26/1975;305.9
12/29/1975;305.25
12/30/1975;305.06
12/31/1975;305.16
01/02/1976;305.06
01/05/1976;305.16
01/06/1976;305.06
01/07/1976;305.25
01/08/1976;305.62
01/09/1976;306
01/12/1976;305.16
01/13/1976;305.25
01/14/1976;305.34
01/15/1976;305.25
01/16/1976;305.25
01/19/1976;304.14
01/20/1976;303.86
01/21/1976;304.41
01/22/1976;304.14
01/23/1976;304.04
01/26/1976;303.77
01/27/1976;303.67
01/28/1976;303.58
01/29/1976;303.67
01/30/1976;303.67
02/02/1976;303.21
02/03/1976;302.76
02/04/1976;300.57
02/05/1976;300.57
02/06/1976;301.39
02/09/1976;300.75
02/10/1976;300.66
02/11/1976;300.12
02/13/1976;300.75
02/17/1976;301.57
02/18/1976;301.66
02/19/1976;301.75
